Index,Hypothesis,Reference,Sentence BLEU,ROUGE-L F1,BERTScore F1,METEOR
1,A red and white bus is driving down the street. There is a large white building behind the bus.  There are trees in front of the building.,A large building with bars on the windows in front of it. There is people walking in front of the building. There is a street in front of the building with many cars on it.,0.15119282680858526,0.4999999950000001,0.9066813588142395,0.3521117608836908
2,A man is standing on top of a snowboard. He is wearing a black jacket and black pants. There is snow on the ground behind him.,A person is skiing through the snow. There is loose snow all around them from him jumping. The person is wearing a yellow snow suit. The person is holding two ski poles in their hands.,0.03705058991654031,0.2916666617447917,0.9031558036804199,0.20183918033380396
3,There is a bed in a room. The bed is made of wood. There are two pillows on the bed. One is white and the other one is black and has a white bedspread on it.,There is a bed in a room against a wall. There is a brown blanket on top of the bed. There is a small brown book shelf next to the bed. There is a picture hanging on the wall above the shelf.,0.1509067922764714,0.3913043428355388,0.9108827710151672,0.21739130434782605
4,This is an image of a train. The train is red and white. There is a yellow line on the side of the train and a blue line in the middle of it. On the left side there are a lot of trees and bushes.,A black and red train is on the tracks and has steam coming out off of it. There is another train next to the first train that is orange. There is an overpass over the train tracks with cars on it.,0.022762610873720845,0.32142856642857154,0.8810248970985413,0.22946859903381644
5,A red and white bus is driving down the street. There is a white building behind the bus.,"A white and yellow public transportation bus with ""122"" on front is stopped with it's doors open. There is a gray car on the street beside the bus. Behind the car there is a  building with an ""Urban Outfitters"" on the first floor.",0.020864389313164505,0.44444444015802476,0.9043631553649902,0.22375630067937757
6,There is a wooden bench in the middle of a grassy area. The bench is made of wood. There are trees behind the bench.,A large white house with a brown door sits behind some grass. There are four sheep grazing on the grass in front of the house. The house ahs a gray roof.,0.018693280069915535,0.3720930184748513,0.8963687419891357,0.2097359735973597
7,A man is sitting on a bench. The bench is made out of wood. There is a white wall behind the man.,A man in a red and yellow t-shirt is holding a Wii remote in each of his hands. Behind him there is a fireplace which has been painted white. In front of him a light which is on and illuminating the room.,0.013162486552829191,0.32653060771345277,0.8919472098350525,0.1625
8,A man is riding his motorcycle down a street. He is wearing a black helmet and black pants. There is a red stop sign on the side of the road.,There are three men riding bicycles. Two of the men are wearing yellow and the third man has a blue shirt. The two men are way ahead of the third man. The men are bicycling in the bicycle lane. The cars are on the left side of the men.,0.025122627041510037,0.33333332839506175,0.8910712003707886,0.20103503184713375
9,A man is sitting on a bench. The bench is made of wood. There is a black and white picture hanging on the wall behind the man.,TWO CELL PHONES ON THE TABLE.THEY BOTH ARE DARK IN COLOR A ND ARE BLACBERRYS.THERE ARE THREE CUTTING KNIVES.ONE KNIFE IS BETWEEN THE TWO PHONES.THERE IS A THIRD PHONE WITH A KNIFE LYING OVER IT.,0.005190366950912721,0.040816321699292536,0.8232454657554626,0.17074579452747096
10,A wooden bench is sitting on top of a bench. There is a black and white picture hanging on the wall. The bench has a white face and black writing on it.,"A painted mannequin head sits on a table. It is a feminine head with arched eyebrows a small nose, big eyes and it is wearing a black top hat and a brown wig. To the right of the head is a metal sculpture clock with a white face.",0.016019809614362834,0.31578946894429055,0.8800842761993408,0.2293238146551724
11,There is a train on the tracks. The train is red and white. There are trees behind the train.,A white and yellow train is on the tracks. There is a large yellow door on the front of the train. There is a platform next to the train.,0.06589702789832731,0.43749999507812504,0.928711473941803,0.3586221470836855
12,A man is standing on a bench. The bench is made of wood. There is a black and white picture hanging on the wall behind the man.,A man is sitting on the back of an elephant. They are walking through a very high swamp area. They are being seen from in between the perspective of two logs of a tree.,0.038826119307114604,0.2916666618055556,0.8812649250030518,0.22342342342342342
13,A plate of food is sitting on a table. There is a white plate on top of the plate. The plate has a red and white sandwich on it.,There is a black place mat on top of a wood table. There is a white plate on the mat with food on it. There is a fork on the mat next to the plate. There is an orange towel next to the plate.,0.1758986776223582,0.571428566473923,0.9161142706871033,0.29905882352941177
