Index,Hypothesis,Reference,Sentence BLEU,ROUGE-L F1,BERTScore F1,METEOR
1,This is an image of a street. The street is very busy with traffic. There is a large white building with a clock on the top of it. This clock has a white face and black numbers.,A large building with bars on the windows in front of it. There is people walking in front of the building. There is a street in front of the building with many cars on it.,0.04584180542277473,0.47826086465028356,0.8944488167762756,0.31707101289713746
2,A man is skiing down a hill. He is wearing a black jacket and black pants. There is snow on the hill behind him.,A person is skiing through the snow. There is loose snow all around them from him jumping. The person is wearing a yellow snow suit. The person is holding two ski poles in their hands.,0.039794045939494004,0.3478260821077505,0.9119793176651001,0.21946902654867256
3,A bed is in the corner of the room. The bed has a white blanket on it. There is a window on the wall behind the bed.,There is a bed in a room against a wall. There is a brown blanket on top of the bed. There is a small brown book shelf next to the bed. There is a picture hanging on the wall above the shelf.,0.04974477106130838,0.5365853608804284,0.9270251989364624,0.37860082304526754
4,There is a train on the tracks. The train is yellow and blue. There is an orange pole with a sign on it.,A black and red train is on the tracks and has steam coming out off of it. There is another train next to the first train that is orange. There is an overpass over the train tracks with cars on it.,0.03625243910350577,0.4888888841876543,0.9151027798652649,0.3418466996173469
5,"This is an image of a bus. The bus is white with a red stripe down the side of it. There is a blue sign on the front of the bus with the word ""Birmingham"" written on it in white lettering.","A white and yellow public transportation bus with ""122"" on front is stopped with it's doors open. There is a gray car on the street beside the bus. Behind the car there is a  building with an ""Urban Outfitters"" on the first floor.",0.040049333085639405,0.31578946872268393,0.8758339285850525,0.29696261682242986
6,This is a picture of a house. The house is made of wood. There is grass on the ground. the grass is green and brown.,A large white house with a brown door sits behind some grass. There are four sheep grazing on the grass in front of the house. The house ahs a gray roof.,0.0485352254904014,0.32558139056787455,0.8915460109710693,0.18092105263157895
7,A man is sitting in a chair. He is wearing a white shirt. There is a large window behind the man.,A man in a red and yellow t-shirt is holding a Wii remote in each of his hands. Behind him there is a fireplace which has been painted white. In front of him a light which is on and illuminating the room.,0.013985145293181466,0.29166666222222226,0.8990600109100342,0.15037593984962405
8,A man is riding his bike down the street. He is wearing a black jacket and black pants. There is a red stop sign on the side of the road.,There are three men riding bicycles. Two of the men are wearing yellow and the third man has a blue shirt. The two men are way ahead of the third man. The men are bicycling in the bicycle lane. The cars are on the left side of the men.,0.025675102809136065,0.33333332839506175,0.8964816331863403,0.21319363308584283
9,This is a picture of a computer. The computer is sitting on a black desk. There are buttons on the computer that are black and white. One of the buttons is red and the other button is green.,TWO CELL PHONES ON THE TABLE.THEY BOTH ARE DARK IN COLOR A ND ARE BLACBERRYS.THERE ARE THREE CUTTING KNIVES.ONE KNIFE IS BETWEEN THE TWO PHONES.THERE IS A THIRD PHONE WITH A KNIFE LYING OVER IT.,0.0,0.0,0.8252106308937073,0.1558073654390935
10,The image is of a woman in a wedding dress. She is wearing a white wedding ring. The woman is holding a mirror in her hand. There is a large window behind the woman.,"A painted mannequin head sits on a table. It is a feminine head with arched eyebrows a small nose, big eyes and it is wearing a black top hat and a brown wig. To the right of the head is a metal sculpture clock with a white face.",0.03018957766048109,0.14035087245306266,0.866235077381134,0.1394849785407725
